Participant ID,Age,County,Marital Status,Education Level,Occupation,Monthly Income,Monthly Savings,Savings Group Member,Owns Business,Business Type,Main Business Challenge,Smartphone Access,Internet Access,Number of Dependents,Monthly Health Expenses,Health Insurance,Caregiving in hours/Week,Training Received
332930,46,Nyeri,Married,Diploma,Small Business,37588,0,No,No,Agriculture,No Challenge,Yes,Yes,6,1622,Yes,46,Yes
389134,29,Nakuru,Married,KCSE,Casual Labour,19873,0,No,No,Agriculture,No Challenge,Yes,No,5,1275,No,37,Yes
771553,40,Nakuru,Married,KCSE,Farmer,17345,0,No,No,Agriculture,No Challenge,No,Yes,4,2701,No,34,No
392253,46,Mombasa,Married,Diploma,corperative worker,44583,7700,No,Yes,Agriculture,Poor infrastructure,Yes,Yes,4,1375,Yes,39,No
230356,62,Narok,Married,Diploma,Shop Attendant,17802,1300,No,No,Agriculture,No Challenge,No,No,6,2783,No,21,No
868917,56,Kakamega,Married,KCPE,Casual Labour,10293,0,No,No,Agriculture,No Challenge,No,No,4,1727,Yes,29,No
837090,37,Narok,Married,Certificate,beauty,37180,0,No,No,Agriculture,No Challenge,Yes,Yes,3,1407,Yes,33,No
789870,37,Nakuru,Married,KCSE,Small Business,30898,4600,Yes,No,Agriculture,No Challenge,Yes,Yes,9,1515,Yes,35,No
887738,36,Kisii,Widowed,KCPE,Farmer,14569,1300,No,No,Agriculture,No Challenge,No,No,4,1643,No,39,No
103849,60,Kisii,Married,Graduate,Civil servant,38618,4500,Yes,No,Agriculture,No Challenge,Yes,Yes,6,2017,No,59,No
112360,56,Kisii,Married,KCSE,Farmer,19419,3800,Yes,Yes,beauty,High Competition,Yes,Yes,4,2073,No,27,No
473216,53,Machakos,Married,Certificate,beauty,14668,2500,Yes,No,Agriculture,No Challenge,No,Yes,5,1467,No,36,Yes
877567,42,Machakos,Married,Diploma,corperative worker,40645,0,No,No,Agriculture,No Challenge,Yes,No,2,1444,Yes,48,No
719055,44,Nairobi,Married,KCSE,Casual Labour,17337,2100,Yes,No,Agriculture,No Challenge,Yes,Yes,4,2489,Yes,45,Yes
361445,43,Kisii,Married,Diploma,Civil servant,60537,0,No,No,Agriculture,No Challenge,Yes,Yes,6,1717,Yes,52,No
801160,38,Kisii,Married,Certificate,beauty,37425,2800,No,No,Agriculture,No Challenge,Yes,Yes,1,1613,No,22,No
621658,44,Kisumu,Married,Diploma,corperative worker,46762,2300,No,No,Agriculture,No Challenge,Yes,Yes,3,1940,Yes,26,No
530179,28,Wajir,Married,KCSE,Unemployed,2253,100,No,Yes,Agriculture,High Taxes,No,No,3,1836,No,31,Yes
154330,34,Nakuru,Married,KCPE,Farmer,29081,1300,Yes,No,Agriculture,No Challenge,No,No,1,2437,Yes,39,Yes
151707,58,Machakos,Single,Certificate,Shop Attendant,23211,3400,Yes,No,Agriculture,No Challenge,Yes,Yes,4,1398,Yes,29,Yes
380833,52,Nyeri,Widowed,KCSE,Small Business,30194,4900,Yes,No,Agriculture,No Challenge,Yes,No,5,1717,Yes,58,No
653372,42,Machakos,Married,KCSE,Casual Labour,19276,0,No,No,Agriculture,No Challenge,No,No,6,1446,No,47,Yes
140387,45,Nyeri,Married,KCSE,Unemployed,2903,0,No,No,Agriculture,No Challenge,No,No,1,1326,No,36,No
961248,41,Nairobi,Married,KCSE,Vendor,14236,0,No,No,Agriculture,No Challenge,No,No,3,1538,No,57,Yes
626930,51,Nyeri,Single,Certificate,Small Business,42340,7000,No,No,Agriculture,No Challenge,Yes,Yes,3,1763,Yes,34,No
928569,53,Machakos,Single,Certificate,beauty,25631,3000,Yes,No,Agriculture,No Challenge,Yes,No,4,1908,Yes,27,No
573048,52,Mombasa,Married,Certificate,Shop Attendant,21887,1100,Yes,No,Agriculture,No Challenge,No,No,2,1763,No,38,No
286633,51,Machakos,Married,Certificate,Small Business,25972,0,No,No,Agriculture,No Challenge,No,No,4,1553,No,39,Yes
948692,36,Kakamega,Widowed,Diploma,Civil servant,36052,4600,Yes,Yes,Agriculture,High Taxes,Yes,Yes,4,1950,Yes,38,No
770798,40,Mombasa,Married,KCSE,Farmer,16976,1900,Yes,No,Agriculture,No Challenge,No,No,4,1360,No,39,No
934874,44,Kisii,Married,Diploma,Small Business,16644,0,No,No,Agriculture,No Challenge,No,No,4,1484,No,35,No
989493,40,Nakuru,Married,KCSE,Small Business,18577,0,No,No,Agriculture,No Challenge,No,No,6,2013,Yes,59,No
496210,52,Nyeri,Married,KCSE,Farmer,15924,0,No,Yes,Agriculture,High Competition,Yes,Yes,9,2508,Yes,57,No
878799,40,Machakos,Married,KCSE,Small Business,29578,5100,Yes,No,Agriculture,No Challenge,Yes,Yes,4,1137,No,28,No
487988,34,Machakos,Married,KCSE,Vendor,28693,5300,Yes,No,Agriculture,No Challenge,Yes,No,6,1964,Yes,41,No
461719,42,Nairobi,Married,KCSE,Farmer,26688,0,No,No,Agriculture,No Challenge,No,No,3,2058,Yes,34,No
888245,64,Narok,Single,KCSE,Small Business,18512,0,No,No,Agriculture,No Challenge,No,No,6,1901,Yes,47,No
979459,37,Nakuru,Married,KCSE,Vendor,23848,0,No,No,Agriculture,No Challenge,Yes,Yes,10,1689,No,23,No
184381,47,Kisumu,Married,KCSE,Unemployed,3282,200,Yes,No,Agriculture,No Challenge,Yes,Yes,2,2810,No,33,No
874168,43,Wajir,Married,KCSE,Small Business,32036,1800,Yes,No,Agriculture,No Challenge,Yes,Yes,2,1522,No,44,No
941708,44,Kisii,Married,KCSE,Vendor,14556,1600,Yes,No,Agriculture,No Challenge,No,No,4,1734,No,57,No
927675,44,Mombasa,Divorced,KCSE,Vendor,17954,0,No,No,Agriculture,No Challenge,Yes,No,4,2010,No,56,No
293984,50,Machakos,Single,KCSE,Farmer,27843,3000,Yes,Yes,beauty,High Competition,Yes,Yes,4,1007,No,28,No
160272,45,Nairobi,Married,Diploma,Civil servant,44566,0,No,Yes,Agriculture,No Capital,No,No,2,1615,No,37,No
595916,57,Nairobi,Married,Certificate,fashion,17306,2600,Yes,Yes,Casual jobs,No Challenge,Yes,Yes,6,1650,No,47,No
797411,39,Nyeri,Married,Diploma,Shop Attendant,17796,0,No,No,Agriculture,No Challenge,Yes,Yes,4,1102,No,48,No
838096,32,Machakos,Married,Certificate,beauty,19645,1800,Yes,No,Agriculture,No Challenge,No,No,8,1161,No,56,Yes
353091,61,Mombasa,Married,Diploma,Civil servant,51231,8100,No,No,Agriculture,No Challenge,Yes,No,2,2814,No,49,Yes
952050,41,Nairobi,Married,KCSE,Farmer,28728,1800,Yes,Yes,Retail,Low Customers,Yes,Yes,2,1330,No,59,No
364064,44,Wajir,Divorced,KCSE,Vendor,22002,1300,Yes,No,Agriculture,No Challenge,No,Yes,4,1486,No,49,No
206121,53,Wajir,Married,KCSE,Vendor,23873,3600,Yes,Yes,beauty,High Competition,No,No,9,1372,No,47,No
570435,40,Nairobi,Married,KCSE,Vendor,23173,4200,Yes,No,Agriculture,No Challenge,Yes,No,3,1792,No,57,No
701160,51,Nakuru,Married,Certificate,fashion,12476,900,No,Yes,Agriculture,Poor infrastructure,No,No,4,2110,Yes,37,No
967564,34,Nairobi,Married,Diploma,Small Business,19838,1100,No,No,Agriculture,No Challenge,Yes,Yes,1,1277,No,50,No
364237,39,Nairobi,Married,Certificate,Small Business,26595,4300,Yes,Yes,Agriculture,Low Customers,Yes,Yes,4,1885,Yes,52,No
375049,34,Nairobi,Married,KCSE,Casual Labour,10758,0,No,No,Agriculture,No Challenge,No,No,6,1606,No,24,Yes
746047,54,Kakamega,Widowed,Graduate,Civil servant,52731,7800,No,No,Agriculture,No Challenge,Yes,Yes,5,1763,Yes,37,No
517567,37,Nyeri,Married,Graduate,Civil servant,32947,3900,Yes,No,Agriculture,No Challenge,Yes,Yes,4,1516,Yes,53,No
393125,51,Kisii,Married,KCSE,Small Business,26450,0,No,No,Agriculture,No Challenge,No,No,5,2360,Yes,26,Yes
960335,61,Kisumu,Married,Diploma,corperative worker,43789,3200,Yes,No,Agriculture,No Challenge,Yes,Yes,1,1718,No,41,No
957253,45,Kisii,Married,KCPE,Unemployed,3318,500,Yes,No,Agriculture,No Challenge,No,No,3,1400,No,25,Yes
471344,45,Kisumu,Married,KCPE,Farmer,22200,0,No,Yes,Casual jobs,Poor infrastructure,Yes,Yes,9,2209,Yes,55,No
182289,43,Kisii,Married,KCPE,Vendor,26432,0,No,No,Agriculture,No Challenge,No,No,5,2137,No,31,No
740794,40,Nairobi,Single,Certificate,Small Business,23574,3000,No,No,Agriculture,No Challenge,Yes,Yes,3,1756,Yes,50,No
702801,44,Nakuru,Married,KCPE,Vendor,21046,2000,No,No,Agriculture,No Challenge,Yes,Yes,3,2086,No,55,No
513090,47,Mombasa,Widowed,KCPE,Vendor,12369,1300,Yes,No,Agriculture,No Challenge,No,No,3,1907,No,48,Yes
806291,65,Machakos,Married,KCSE,Small Business,12705,0,No,Yes,Agriculture,No Capital,No,No,2,1405,No,36,Yes
500890,61,Kisumu,Married,KCSE,Farmer,11435,1500,Yes,No,Agriculture,No Challenge,No,No,2,2954,No,36,No
412660,56,Machakos,Married,KCSE,Farmer,19392,0,No,No,Agriculture,No Challenge,No,No,3,2173,Yes,27,No
359480,58,Kakamega,Married,KCPE,Vendor,19665,2800,No,No,Agriculture,No Challenge,No,No,3,1999,No,56,Yes
886331,44,Kakamega,Married,KCSE,Farmer,10205,1200,Yes,Yes,Casual jobs,No Capital,Yes,No,6,2288,No,29,Yes
816046,49,Machakos,Married,KCSE,Small Business,26054,0,No,Yes,cooperation,High Taxes,Yes,Yes,3,2535,No,57,Yes
588067,58,Kakamega,Married,KCSE,Vendor,12556,2000,No,No,Agriculture,No Challenge,No,No,7,1874,No,57,Yes
431356,42,Nyeri,Widowed,Diploma,corperative worker,50250,0,No,No,Agriculture,No Challenge,Yes,Yes,3,1888,Yes,33,No
354024,42,Kakamega,Married,KCSE,Unemployed,4781,0,No,No,Agriculture,No Challenge,No,No,3,1675,No,39,No
755258,47,Kisumu,Married,KCSE,Farmer,20838,0,No,No,Agriculture,No Challenge,No,No,4,1785,No,27,No
190009,50,Nakuru,Married,Graduate,Civil servant,49404,0,No,No,Agriculture,No Challenge,Yes,No,6,1483,Yes,21,Yes
823858,62,Kakamega,Married,KCSE,Vendor,16686,1500,Yes,No,Agriculture,No Challenge,No,No,5,1613,No,34,No
523159,38,Machakos,Single,Certificate,Shop Attendant,15037,2000,Yes,No,Agriculture,No Challenge,Yes,Yes,5,1621,No,25,No
821755,52,Kisumu,Married,KCSE,Vendor,22059,3900,Yes,Yes,beauty,Low Customers,Yes,Yes,4,1622,No,35,Yes
144816,45,Nairobi,Married,KCSE,Vendor,20348,2700,Yes,No,Agriculture,No Challenge,Yes,No,2,2635,Yes,34,No
104138,38,Wajir,Married,Certificate,fashion,37954,0,No,No,Agriculture,No Challenge,No,No,3,1887,Yes,31,No
191176,53,Nairobi,Married,Certificate,Shop Attendant,28474,0,No,No,Agriculture,No Challenge,Yes,Yes,7,1565,Yes,48,No
438089,46,Nairobi,Single,KCSE,Casual Labour,19501,1400,Yes,No,Agriculture,No Challenge,Yes,Yes,0,1555,Yes,36,No
890449,49,Nairobi,Married,KCSE,Unemployed,7169,900,No,Yes,Casual jobs,High Taxes,No,No,3,2322,No,42,Yes
896883,40,Kisii,Married,Diploma,Civil servant,50084,0,No,No,Agriculture,No Challenge,Yes,Yes,2,1763,No,29,No
818316,44,Nyeri,Married,KCSE,Small Business,18739,3500,Yes,No,Agriculture,No Challenge,No,No,1,2331,Yes,57,No
456007,47,Machakos,Married,Certificate,beauty,16142,1700,No,No,Agriculture,No Challenge,Yes,Yes,4,1966,No,41,Yes
896710,42,Nyeri,Married,KCSE,Farmer,25766,3700,Yes,No,Agriculture,No Challenge,Yes,Yes,2,2494,No,34,No
321552,36,Machakos,Single,KCSE,Vendor,16156,2600,No,No,Agriculture,No Challenge,No,No,1,1660,No,50,Yes
143764,63,Wajir,Married,KCSE,Farmer,12777,0,No,No,Agriculture,No Challenge,No,No,1,2312,No,22,No
223030,45,Kakamega,Married,Certificate,Small Business,27609,0,No,No,Agriculture,No Challenge,Yes,Yes,4,1419,Yes,21,No
949375,51,Kisii,Married,KCSE,Small Business,24467,0,No,No,Agriculture,No Challenge,Yes,Yes,5,2004,Yes,28,No
719955,42,Nakuru,Married,KCSE,Unemployed,3553,0,No,Yes,Agriculture,No Capital,No,No,4,1618,No,44,No
416462,44,Machakos,Married,KCSE,Farmer,21705,1600,Yes,No,Agriculture,No Challenge,Yes,Yes,4,1806,No,51,No
989855,42,Kisumu,Married,Graduate,Civil servant,51070,4000,No,No,Agriculture,No Challenge,Yes,Yes,6,2110,Yes,44,No
466142,42,Kakamega,Married,Graduate,Civil servant,48171,0,No,No,Agriculture,No Challenge,Yes,No,3,1856,Yes,22,No
160128,45,Mombasa,Married,Certificate,Small Business,25748,4700,Yes,No,Agriculture,No Challenge,Yes,Yes,4,2100,No,23,Yes
319128,45,Mombasa,Single,Graduate,Civil servant,29615,4100,Yes,No,Agriculture,No Challenge,Yes,No,3,1191,Yes,38,No
908301,44,Nakuru,Married,KCSE,Casual Labour,20664,3700,Yes,Yes,Agriculture,High Taxes,No,No,4,1658,No,30,No
333540,34,Kisumu,Widowed,Graduate,Civil servant,42153,1300,No,No,Agriculture,No Challenge,No,No,6,2629,Yes,22,No
105039,44,Nairobi,Single,KCSE,Farmer,20240,2400,Yes,No,Agriculture,No Challenge,No,No,2,2154,No,44,No
252353,35,Kisii,Married,KCSE,Vendor,22043,3100,Yes,No,Agriculture,No Challenge,Yes,Yes,5,1754,No,54,No
212935,33,Nyeri,Single,KCSE,Vendor,22043,3100,Yes,No,Agriculture,No Challenge,Yes,Yes,4,2065,No,42,No
634730,60,Narok,Married,Graduate,Civil servant,41662,0,No,Yes,Casual jobs,Low Customers,Yes,Yes,7,1164,No,23,No
960220,47,Narok,Married,Certificate,Shop Attendant,17307,2000,Yes,Yes,Agriculture,Poor infrastructure,Yes,Yes,1,1543,Yes,51,No
389730,49,Kisii,Married,KCSE,Small Business,22964,2500,No,No,Agriculture,No Challenge,Yes,Yes,6,2460,No,24,No
153053,42,Kakamega,Married,Graduate,Civil servant,30230,3700,Yes,No,Agriculture,No Challenge,Yes,No,3,1770,Yes,32,No
281561,59,Wajir,Married,Certificate,fashion,39179,4900,Yes,No,Agriculture,No Challenge,No,No,3,2623,No,50,No
838464,48,Kakamega,Married,Certificate,beauty,26950,3400,Yes,No,Agriculture,No Challenge,No,No,2,1515,No,22,No
186346,52,Mombasa,Married,KCPE,Casual Labour,10690,700,No,Yes,food Vendoring,High Competition,Yes,Yes,8,2295,No,43,Yes
429231,41,Nyeri,Married,Diploma,Shop Attendant,20611,0,No,No,Agriculture,No Challenge,No,No,4,1139,No,44,No
505841,62,Mombasa,Married,Graduate,corperative worker,39457,6500,Yes,No,Agriculture,No Challenge,Yes,Yes,5,1062,Yes,28,No
658685,54,Machakos,Married,Graduate,Civil servant,41721,8100,Yes,Yes,Agriculture,Low Customers,Yes,Yes,1,1369,Yes,35,No
420815,56,Mombasa,Married,KCSE,Casual Labour,18725,0,No,No,Agriculture,No Challenge,No,Yes,7,1511,No,58,Yes
216214,35,Narok,Married,KCSE,Vendor,24764,4300,Yes,Yes,Casual jobs,Poor infrastructure,Yes,Yes,6,1206,Yes,30,No
585001,38,Narok,Widowed,KCSE,Casual Labour,17290,2200,Yes,Yes,Retail,Poor infrastructure,Yes,Yes,4,1459,No,32,No
953329,39,Nairobi,Married,KCSE,Vendor,25977,0,No,No,Agriculture,No Challenge,Yes,Yes,2,2382,No,48,No
781509,38,Mombasa,Married,KCSE,Farmer,28520,4800,Yes,No,Agriculture,No Challenge,Yes,Yes,7,2496,Yes,22,No
498499,56,Kisii,Widowed,KCSE,Small Business,29350,4300,Yes,Yes,Casual jobs,Poor infrastructure,Yes,Yes,5,1344,No,55,No
500826,28,Kisii,Widowed,Diploma,Civil servant,59818,0,No,No,Agriculture,No Challenge,Yes,No,4,1566,No,50,Yes
536542,31,Nakuru,Married,KCSE,Civil servant,47375,6200,Yes,Yes,Retail,No Capital,Yes,Yes,4,1918,No,26,No
377068,39,Wajir,Married,KCPE,Casual Labour,10624,0,No,Yes,Agriculture,Low Customers,No,No,6,1991,No,24,Yes
472397,37,Nairobi,Divorced,KCSE,Vendor,14581,1300,No,No,Agriculture,No Challenge,Yes,No,3,2486,No,40,No
462441,53,Nyeri,Married,KCSE,Small Business,24493,0,No,No,Agriculture,No Challenge,No,No,2,1689,No,28,No
887301,46,Kakamega,Married,KCSE,Vendor,17795,0,No,No,Agriculture,No Challenge,Yes,Yes,4,1705,No,46,No
983520,25,Nairobi,Married,KCSE,Farmer,25770,1700,No,No,Agriculture,No Challenge,Yes,Yes,5,1292,No,40,No
887446,43,Kisumu,Married,Graduate,Civil servant,33670,0,No,No,Agriculture,No Challenge,Yes,Yes,9,1806,Yes,57,No
634391,42,Kakamega,Divorced,KCSE,Vendor,18458,1700,Yes,No,Agriculture,No Challenge,Yes,Yes,1,1887,No,20,Yes
575738,33,Kakamega,Married,KCSE,Small Business,26867,1800,Yes,Yes,Casual jobs,High Taxes,Yes,Yes,5,1723,No,51,Yes
996749,49,Mombasa,Widowed,Certificate,Shop Attendant,20499,2400,Yes,No,Agriculture,No Challenge,No,No,1,2419,No,53,No
526674,50,Nairobi,Married,Certificate,Shop Attendant,18186,1300,No,No,Agriculture,No Challenge,Yes,Yes,1,1329,No,33,No
182409,51,Kisii,Widowed,KCSE,Small Business,29957,1500,Yes,Yes,Agriculture,Low Customers,Yes,Yes,5,1429,No,38,Yes
123248,51,Kisii,Married,Diploma,Civil servant,22043,0,No,No,Agriculture,No Challenge,Yes,Yes,3,1630,No,60,No
582376,23,Kakamega,Married,Certificate,beauty,15481,1300,No,No,Agriculture,No Challenge,Yes,Yes,4,1917,No,31,Yes
798876,62,Wajir,Divorced,Diploma,Civil servant,58123,0,No,No,Agriculture,No Challenge,Yes,Yes,2,1685,Yes,39,No
779530,54,Kisii,Married,KCSE,Farmer,17498,0,No,No,Agriculture,No Challenge,Yes,Yes,7,2331,Yes,52,No
108024,58,Machakos,Married,KCSE,Casual Labour,14714,1700,No,No,Agriculture,No Challenge,Yes,Yes,5,1461,No,56,No
575430,26,Kakamega,Married,Diploma,Civil servant,52934,0,No,No,Agriculture,No Challenge,No,No,4,1489,Yes,48,No
334864,60,Kisumu,Married,KCSE,Vendor,25353,0,No,No,Agriculture,No Challenge,Yes,No,4,2429,No,44,No
972379,54,Nairobi,Single,Certificate,Shop Attendant,12990,0,No,No,Agriculture,No Challenge,Yes,Yes,3,1736,No,40,Yes
274875,55,Nairobi,Married,Certificate,Small Business,32085,0,No,No,Agriculture,No Challenge,Yes,Yes,3,1763,Yes,35,No
453973,32,Narok,Single,KCSE,Casual Labour,9960,1900,Yes,Yes,Agriculture,No Capital,No,No,2,1631,No,49,Yes
979140,51,Nyeri,Married,KCSE,Small Business,28772,0,Yes,No,Agriculture,No Challenge,Yes,Yes,4,1631,No,48,Yes
973096,62,Kakamega,Married,Diploma,Civil servant,53221,8000,Yes,No,Agriculture,No Challenge,Yes,No,7,1380,Yes,48,No
511473,49,Kisii,Married,Diploma,Civil servant,37352,0,No,No,Agriculture,No Challenge,Yes,Yes,6,2418,No,40,Yes
243927,46,Nyeri,Married,Certificate,fashion,31210,0,No,No,Agriculture,No Challenge,Yes,Yes,2,2278,No,26,No
185178,61,Kisumu,Married,Certificate,beauty,21402,0,No,No,Agriculture,No Challenge,Yes,Yes,3,1819,Yes,28,No
987553,43,Mombasa,Widowed,Diploma,Civil servant,49068,7700,Yes,No,Agriculture,No Challenge,Yes,No,5,1197,No,54,No
616540,47,Narok,Married,Certificate,Small Business,31976,0,No,No,Agriculture,No Challenge,Yes,No,4,1474,No,40,No
906457,44,Wajir,Married,KCSE,Small Business,31738,6100,Yes,No,Agriculture,No Challenge,Yes,Yes,3,1437,No,52,No
497674,60,Nakuru,Married,KCSE,Vendor,11722,0,No,No,Agriculture,No Challenge,No,No,2,1821,No,40,No
163610,31,Mombasa,Married,KCSE,Casual Labour,11380,1200,Yes,Yes,Agriculture,Poor infrastructure,Yes,No,2,1397,No,40,Yes
695131,44,Kisumu,Married,KCPE,Vendor,24125,0,No,No,Agriculture,No Challenge,No,No,2,1695,No,60,No
731525,50,Kisii,Married,KCSE,Vendor,22043,3900,Yes,No,Agriculture,No Challenge,Yes,No,7,1441,Yes,48,No
577177,53,Machakos,Married,Graduate,Small Business,29640,0,No,No,Agriculture,No Challenge,Yes,No,5,1536,Yes,25,No
805191,46,Nairobi,Single,Certificate,Small Business,30432,0,No,No,Agriculture,No Challenge,Yes,Yes,3,1552,No,21,No
798787,59,Mombasa,Married,Diploma,Small Business,34744,4200,Yes,No,Agriculture,No Challenge,Yes,No,6,1476,Yes,38,No
587025,61,Mombasa,Married,Certificate,Shop Attendant,18673,0,No,No,Agriculture,No Challenge,No,No,4,1513,Yes,50,No
754587,30,Nakuru,Divorced,KCSE,Small Business,24729,0,No,No,Agriculture,No Challenge,Yes,No,4,1392,No,44,No
531722,42,Nairobi,Married,KCPE,Farmer,24878,3300,Yes,No,Agriculture,No Challenge,No,No,2,2175,No,21,No
105668,27,Kisumu,Single,Graduate,Small Business,15738,0,No,No,Agriculture,No Challenge,Yes,Yes,7,2713,No,55,No
322542,40,Nyeri,Married,KCPE,Farmer,27881,0,No,No,Agriculture,No Challenge,Yes,Yes,4,2191,Yes,23,No
278267,45,Nairobi,Married,Certificate,beauty,23785,1700,Yes,No,Agriculture,No Challenge,Yes,No,3,1621,No,34,No
959665,59,Nairobi,Married,KCSE,Farmer,20196,0,No,No,Agriculture,No Challenge,No,No,9,2145,No,33,No
255489,56,Wajir,Married,KCSE,Vendor,20631,1800,Yes,No,Agriculture,No Challenge,No,No,2,1250,No,38,No
444126,33,Kakamega,Married,KCSE,Vendor,16625,2100,Yes,No,Agriculture,No Challenge,Yes,Yes,8,1607,No,23,No
730421,32,Wajir,Married,KCSE,Farmer,21660,0,No,No,Agriculture,No Challenge,Yes,Yes,5,1654,Yes,36,Yes
897183,47,Wajir,Married,Diploma,Shop Attendant,21857,0,No,No,Agriculture,No Challenge,No,No,1,1112,Yes,49,Yes
408362,45,Mombasa,Married,Certificate,beauty,17037,0,No,No,Agriculture,No Challenge,Yes,Yes,7,2613,Yes,36,Yes
893784,38,Mombasa,Married,Certificate,Shop Attendant,19822,3200,Yes,No,Agriculture,No Challenge,Yes,No,4,1732,No,51,No
834412,58,Narok,Single,Diploma,Small Business,24756,3400,Yes,No,Agriculture,No Challenge,No,No,5,2809,No,53,No
188835,60,Kisii,Single,Certificate,beauty,26123,0,No,No,Agriculture,No Challenge,No,No,3,1529,No,34,No
721781,42,Kisumu,Married,Diploma,Civil servant,29377,4200,Yes,Yes,Casual jobs,Poor infrastructure,Yes,No,1,2748,No,36,No
915359,58,Kisumu,Widowed,KCSE,Unemployed,4485,400,Yes,No,Agriculture,No Challenge,No,No,1,1922,No,50,No
796454,41,Narok,Married,Diploma,Civil servant,37311,0,No,Yes,fashion,Poor infrastructure,Yes,Yes,1,1676,Yes,31,Yes
201948,51,Mombasa,Married,Certificate,fashion,29187,3500,No,Yes,Casual jobs,No Capital,Yes,Yes,7,2291,Yes,52,No
285194,44,Nakuru,Married,KCSE,Casual Labour,18234,1200,Yes,No,Agriculture,No Challenge,Yes,Yes,3,1827,Yes,33,No
653781,33,Nakuru,Married,KCPE,Farmer,24543,0,No,No,Agriculture,No Challenge,Yes,No,4,2279,No,37,Yes
566755,60,Kisii,Single,KCSE,Vendor,23381,4300,Yes,Yes,Casual jobs,High Competition,No,No,2,1782,Yes,34,No
393851,43,Nairobi,Married,KCSE,Farmer,17486,2300,No,No,Agriculture,No Challenge,Yes,Yes,5,1679,Yes,27,No
824174,51,Mombasa,Married,Diploma,corperative worker,63917,11600,Yes,No,Agriculture,No Challenge,Yes,Yes,3,1915,Yes,42,Yes
238368,41,Nyeri,Married,Certificate,Shop Attendant,13603,2500,Yes,No,Agriculture,No Challenge,No,No,3,2145,No,23,Yes
256470,27,Nyeri,Married,Graduate,Civil servant,45841,5900,Yes,No,Agriculture,No Challenge,Yes,Yes,3,1217,No,56,No
397986,32,Mombasa,Married,KCSE,Vendor,16576,2700,No,Yes,beauty,High Competition,No,No,4,1661,No,51,Yes
113261,44,Machakos,Married,Certificate,fashion,30529,1800,Yes,No,Agriculture,No Challenge,Yes,Yes,8,1410,Yes,47,No
176709,50,Nairobi,Married,KCSE,Casual Labour,18789,0,No,No,Agriculture,No Challenge,No,No,5,2612,No,57,No
720273,40,Nyeri,Married,Certificate,Shop Attendant,23806,0,No,No,Agriculture,No Challenge,Yes,No,4,2710,Yes,37,No
468760,50,Kakamega,Married,Certificate,Shop Attendant,17662,1200,Yes,No,Agriculture,No Challenge,Yes,Yes,1,2479,No,21,No
953605,50,Wajir,Married,Diploma,Civil servant,40707,7200,No,No,Agriculture,No Challenge,Yes,Yes,5,1791,Yes,43,No
393925,50,Mombasa,Married,KCSE,Unemployed,4062,500,Yes,No,Agriculture,No Challenge,No,Yes,3,2144,No,33,No
375796,44,Machakos,Married,Certificate,Small Business,41740,7300,No,Yes,Casual jobs,High Taxes,Yes,No,5,2516,Yes,54,No
367247,59,Kakamega,Divorced,KCSE,Small Business,2016,200,Yes,Yes,Agriculture,Poor infrastructure,No,No,2,2379,No,50,No
387644,44,Wajir,Married,Certificate,Shop Attendant,25605,0,No,No,Agriculture,No Challenge,Yes,Yes,5,1819,No,20,No
870692,43,Nairobi,Married,Diploma,corperative worker,48561,4300,Yes,No,Agriculture,No Challenge,Yes,Yes,5,1385,Yes,46,No
724624,36,Kisii,Married,KCSE,Vendor,22069,2200,Yes,No,Agriculture,No Challenge,Yes,Yes,4,2479,No,40,Yes
528745,40,Nairobi,Married,KCSE,Vendor,18405,1800,No,No,Agriculture,No Challenge,Yes,Yes,3,2266,Yes,58,No
737787,29,Mombasa,Married,KCSE,Casual Labour,18815,0,No,No,Agriculture,No Challenge,Yes,Yes,4,1659,No,24,No
773812,48,Machakos,Married,KCSE,Small Business,44705,6200,Yes,No,Agriculture,No Challenge,Yes,Yes,7,1732,No,37,No
935825,38,Narok,Married,Certificate,fashion,18464,0,No,No,Agriculture,No Challenge,No,No,3,2819,No,37,No
524390,39,Kisii,Married,KCSE,Casual Labour,13969,0,No,No,Agriculture,No Challenge,No,No,6,1906,Yes,26,No
557666,52,Nakuru,Married,Diploma,Civil servant,57560,5900,Yes,No,Agriculture,No Challenge,Yes,Yes,5,1411,Yes,54,No
790796,40,Kakamega,Married,KCSE,Unemployed,1681,100,Yes,No,Agriculture,No Challenge,No,No,4,1404,No,54,No
409550,38,Narok,Widowed,KCPE,Casual Labour,14218,0,No,Yes,Agriculture,Low Customers,No,No,4,1254,No,38,No
425203,35,Kakamega,Widowed,Diploma,Shop Attendant,16235,2200,Yes,Yes,Retail,Low Customers,Yes,Yes,4,1887,No,46,No
771314,53,Mombasa,Married,Certificate,fashion,28175,2600,Yes,Yes,Retail,Poor infrastructure,No,No,9,1163,No,22,Yes
444866,44,Machakos,Married,Diploma,corperative worker,39645,4700,Yes,No,Agriculture,No Challenge,Yes,Yes,3,2258,Yes,35,No
875107,43,Machakos,Single,KCSE,Small Business,25746,2800,Yes,No,Agriculture,No Challenge,No,No,7,1569,No,28,No
636644,44,Wajir,Single,KCPE,Casual Labour,14962,1300,Yes,No,Agriculture,No Challenge,No,No,8,1595,No,59,Yes
752416,50,Narok,Single,KCPE,Farmer,17338,1100,Yes,No,Agriculture,No Challenge,Yes,Yes,2,2152,Yes,43,No
